session_id,user_id,group,session_ts,city_tier,device,is_new_user,cart_items,cart_subtotal_inr,order_placed
S0067557,U090160,control,2026-02-02 06:35:55,tier_2,android,1,4,376.28,1
S0073308,U002514,control,2026-02-02 06:36:44,tier_3,android,0,2,150.93,0
S0121746,U066532,control,2026-02-02 06:36:47,metro,android,1,2,177.58,1
S0144790,U113101,control,2026-02-02 06:38:34,tier_2,ios,1,11,904.27,0
S0090735,U145275,treatment,2026-02-02 06:38:54,tier_2,ios,0,4,461.29,1
S0081584,U077787,treatment,2026-02-02 06:39:27,tier_2,ios,0,4,496.12,1
S0052676,U041779,control,2026-02-02 06:39:30,tier_2,android,1,6,361.35,0
S0097807,U125586,treatment,2026-02-02 06:39:31,tier_2,android,0,4,252.7,1
S0013294,U106510,treatment,2026-02-02 06:40:19,metro,android,1,2,289.09,0
S0096160,U041224,treatment,2026-02-02 06:41:30,metro,android,0,5,238.72,1
S0148614,U148685,treatment,2026-02-02 06:41:33,tier_3,ios,1,3,273.71,0
S0093368,U059617,control,2026-02-02 06:42:16,metro,android,1,9,1278.25,0
S0006888,U055187,control,2026-02-02 06:43:13,metro,android,0,2,229.85,0
S0025946,U141923,control,2026-02-02 06:43:18,metro,android,0,7,954.66,1
S0093284,U089480,control,2026-02-02 06:43:36,tier_2,android,0,4,207.62,0
S0012808,U103062,treatment,2026-02-02 06:44:55,tier_3,android,0,4,406.72,1
S0137635,U043523,treatment,2026-02-02 06:45:17,tier_2,web,0,6,638.67,0
S0132280,U065827,control,2026-02-02 06:46:02,tier_2,android,0,4,362.05,1
S0126437,U112233,control,2026-02-02 06:47:17,metro,ios,0,6,478.91,0
S0092709,U121048,treatment,2026-02-02 06:48:24,metro,android,0,6,968.49,0
S0113648,U150415,treatment,2026-02-02 06:48:41,tier_3,web,0,2,259.73,0
S0032546,U146297,control,2026-02-02 06:48:57,tier_3,Android,0,6,483.57,1
S0156189,U004597,treatment,2026-02-02 06:48:58,metro,Android,0,3,252.39,1
S0057053,U083008,control,2026-02-02 06:49:08,metro,Android,1,3,144.11,1
S0130577,U048365,control,2026-02-02 06:51:02,tier_3,ios,0,3,130.79,0
S0080710,U089153,treatment,2026-02-02 06:53:14,tier_2,android,1,4,370.88,0
S0031294,U154576,control,2026-02-02 06:54:14,metro,Android,0,3,251.36,0
S0080555,U056343,treatment,2026-02-02 06:54:59,metro,android,1,3,227.32,1
S0030926,U010906,treatment,2026-02-02 06:55:13,metro,ios,0,4,494.17,0
S0017455,U101331,treatment,2026-02-02 06:55:19,metro,android,0,2,320.12,0
S0015230,U113746,treatment,2026-02-02 06:55:55,tier_3,android,0,4,284.26,1
S0125086,U001450,control,2026-02-02 06:56:06,tier_2,Android,0,5,389.58,0
S0141930,U044601,control,2026-02-02 06:56:07,metro,Android,1,4,237.0,0
S0057707,U120286,control,2026-02-02 06:57:26,tier_3,ios,0,5,428.3,0
S0122056,U116121,treatment,2026-02-02 06:58:16,tier_2,web,0,8,937.74,0
S0051559,U003289,treatment,2026-02-02 06:58:36,tier_2,web,0,3,179.67,0
S0123118,U001598,control,2026-02-02 06:59:00,tier_2,android,1,3,237.92,0
S0045125,U051897,control,2026-02-02 06:59:05,tier_2,web,0,4,411.66,0
S0078455,U045458,control,2026-02-02 06:59:12,metro,ios,0,3,274.47,1
S0097658,U090220,control,2026-02-02 06:59:41,metro,android,1,4,470.18,0
S0087375,U037155,treatment,2026-02-02 07:01:03,metro,ios,0,5,373.01,0
S0026086,U142133,treatment,2026-02-02 07:01:04,metro,ios,0,5,431.34,0
S0153745,U097605,control,2026-02-02 07:01:26,metro,android,1,3,401.48,0
S0042312,U038376,treatment,2026-02-02 07:01:37,tier_2,android,0,4,166.95,0
S0040058,U032972,treatment,2026-02-02 07:02:02,tier_2,ios,1,4,317.72,0
S0087285,U068629,control,2026-02-02 07:02:22,metro,ios,1,8,472.3,1
S0100698,U019979,treatment,2026-02-02 07:02:32,metro,Android,0,5,747.61,0
S0140451,U075914,treatment,2026-02-02 07:02:33,tier_2,Android,0,6,430.55,0
S0159729,U073807,treatment,2026-02-02 07:02:53,tier_2,web,0,5,491.84,0
S0145604,U123623,control,2026-02-02 07:03:41,tier_3,android,0,3,332.26,0
S0107760,U125748,treatment,2026-02-02 07:04:19,metro,android,0,5,459.06,0
S0033798,U117420,control,2026-02-02 07:04:48,tier_3,android,1,3,229.13,0
S0143675,U008551,treatment,2026-02-02 07:04:58,tier_3,android,0,7,519.86,0
S0152770,U078637,treatment,2026-02-02 07:05:30,tier_3,android,0,4,268.89,0
S0055018,U081583,control,2026-02-02 07:06:13,metro,web,0,1,119.12,0
S0055018,U081583,control,2026-02-02 07:06:13,metro,web,0,1,119.12,0
S0126410,U053888,treatment,2026-02-02 07:06:41,tier_3,Android,0,8,550.95,0
S0072103,U062425,treatment,2026-02-02 07:06:50,tier_2,ios,0,6,638.27,0
S0137627,U044831,control,2026-02-02 07:07:16,tier_2,Android,1,2,350.94,0
S0126582,U134413,control,2026-02-02 07:07:54,metro,web,0,7,442.76,1
S0144896,U129696,control,2026-02-02 07:08:55,tier_2,ios,1,3,224.3,1
S0149821,U157744,control,2026-02-02 07:09:03,tier_2,ios,0,2,198.23,0
S0000925,U154651,control,2026-02-02 07:09:18,metro,ios,0,3,592.57,0
S0137663,U029925,control,2026-02-02 07:09:27,metro,ios,1,6,315.72,0
S0033351,U151623,control,2026-02-02 07:09:54,metro,web,0,2,296.69,1
S0141748,U074818,control,2026-02-02 07:10:25,tier_2,android,1,3,343.59,1
S0038419,U014771,control,2026-02-02 07:10:26,tier_2,android,0,6,528.82,1
S0098071,U053068,control,2026-02-02 07:10:37,tier_3,android,1,3,283.59,0
S0156401,U003657,control,2026-02-02 07:10:41,tier_2,android,0,5,471.81,0
S0072826,U007372,treatment,2026-02-02 07:11:22,tier_2,ios,0,7,657.29,0
S0036405,U055174,treatment,2026-02-02 07:11:40,tier_2,android,0,5,407.81,1
S0159522,U056457,control,2026-02-02 07:12:09,tier_2,android,1,3,347.67,1
S0034781,U124022,control,2026-02-02 07:12:11,tier_2,android,0,4,152.15,0
S0073927,U158198,treatment,2026-02-02 07:12:35,tier_2,android,1,3,255.14,0
S0066609,U142867,control,2026-02-02 07:12:51,tier_3,android,1,7,414.64,1
S0153704,U130888,treatment,2026-02-02 07:12:54,tier_3,web,1,7,424.04,1
S0076429,U113595,treatment,2026-02-02 07:13:04,tier_3,web,0,7,492.42,0
S0019929,U028958,treatment,2026-02-02 07:13:17,tier_2,android,0,4,306.39,0
S0102048,U106231,treatment,2026-02-02 07:13:27,metro,ios,0,4,430.74,1
S0153280,U027735,treatment,2026-02-02 07:13:38,metro,ios,0,3,272.51,1
S0063138,U114770,treatment,2026-02-02 07:13:39,tier_3,android,0,6,581.07,0
S0116374,U052168,control,2026-02-02 07:13:44,tier_2,Android,0,3,345.53,0
S0159544,U137391,control,2026-02-02 07:13:48,tier_3,Android,0,6,392.69,0
S0031188,U008723,treatment,2026-02-02 07:13:59,tier_2,ios,0,5,484.17,1
S0022904,U024669,treatment,2026-02-02 07:13:59,tier_3,android,1,3,146.32,0
S0044893,U135161,control,2026-02-02 07:14:33,tier_3,Android,0,5,309.67,0
S0063593,U079696,control,2026-02-02 07:14:43,metro,android,1,8,1221.85,1
S0148759,U086332,treatment,2026-02-02 07:14:55,tier_2,android,1,5,623.55,1
S0067061,U136275,control,2026-02-02 07:15:23,tier_2,android,0,3,218.91,1
S0090589,U009587,treatment,2026-02-02 07:16:28,tier_2,android,0,2,185.5,0
S0025725,U107934,control,2026-02-02 07:16:46,tier_3,Android,0,4,271.04,1
S0007537,U154072,control,2026-02-02 07:17:08,tier_2,Android,1,3,346.45,1
S0023147,U013868,control,2026-02-02 07:17:27,metro,web,0,3,355.02,1
S0127692,U046199,control,2026-02-02 07:18:04,metro,android,0,3,477.71,0
S0088663,U132840,control,2026-02-02 07:18:11,metro,ios,0,5,481.2,0
S0143899,U018772,treatment,2026-02-02 07:19:14,tier_2,android,0,3,216.81,0
S0021674,U143341,control,2026-02-02 07:19:27,metro,ios,1,2,368.59,0
S0066832,U155605,treatment,2026-02-02 07:19:28,tier_3,android,0,5,528.32,0
S0043326,U045901,treatment,2026-02-02 07:19:41,metro,android,0,3,405.31,0
S0038936,U071634,control,2026-02-02 07:20:02,tier_3,ios,0,3,402.65,0
S0097449,U122804,treatment,2026-02-02 07:20:13,tier_2,Android,0,6,351.03,0
S0014312,U043347,control,2026-02-02 07:20:14,metro,ios,1,5,449.33,0
S0123133,U124986,treatment,2026-02-02 07:20:50,metro,web,0,4,510.51,1
S0023352,U137995,treatment,2026-02-02 07:21:05,metro,ios,0,6,845.85,1
S0098292,U085996,treatment,2026-02-02 07:21:56,metro,Android,1,4,397.82,1
S0019890,U152129,control,2026-02-02 07:22:02,metro,android,0,3,298.83,1
S0071315,U139540,treatment,2026-02-02 07:22:40,tier_3,android,0,2,74.46,0
S0053709,U058810,control,2026-02-02 07:22:41,tier_2,Android,1,7,662.61,0
S0123942,U043637,control,2026-02-02 07:22:42,tier_3,ios,0,5,488.61,0
S0034405,U146680,treatment,2026-02-02 07:22:56,tier_3,Android,0,6,696.61,1
S0127511,U062434,control,2026-02-02 07:23:13,tier_2,android,0,1,110.17,0
S0002081,U025895,control,2026-02-02 07:23:45,metro,web,0,2,297.92,1
S0051841,U154657,treatment,2026-02-02 07:24:02,tier_2,web,0,4,330.07,0
S0021683,U092893,treatment,2026-02-02 07:24:05,tier_2,web,0,6,438.02,1
S0019497,U159520,treatment,2026-02-02 07:24:11,metro,android,0,7,783.9,0
S0080365,U149934,control,2026-02-02 07:24:34,tier_2,Android,0,6,831.47,0
S0155622,U157908,treatment,2026-02-02 07:24:34,metro,web,1,5,359.24,0
S0062503,U147638,treatment,2026-02-02 07:25:01,metro,android,0,4,519.39,0
S0155096,U086116,treatment,2026-02-02 07:25:21,tier_3,ios,0,1,86.74,0
S0000947,U152565,control,2026-02-02 07:25:35,tier_2,ios,0,2,123.44,0
S0053015,U050565,control,2026-02-02 07:25:44,tier_3,ios,0,4,437.35,0
S0135149,U086187,control,2026-02-02 07:25:46,metro,web,1,2,251.55,1
S0061386,U001504,control,2026-02-02 07:25:53,tier_3,ios,0,5,587.38,1
S0060971,U047902,control,2026-02-02 07:26:12,tier_3,android,1,3,137.64,1
S0099256,U023881,control,2026-02-02 07:27:22,metro,android,0,5,526.58,0
S0101378,U150474,control,2026-02-02 07:27:39,metro,web,1,3,427.65,1
S0032289,U124637,control,2026-02-02 07:28:16,metro,android,1,5,715.11,0
S0032289,U124637,control,2026-02-02 07:28:16,metro,android,1,5,715.11,0
S0106909,U064265,treatment,2026-02-02 07:28:57,metro,Android,1,5,473.16,0
S0089761,U087790,control,2026-02-02 07:29:04,metro,ios,1,4,439.83,1
S0135686,U081001,control,2026-02-02 07:29:33,tier_2,android,1,3,180.89,0
S0109627,U005848,treatment,2026-02-02 07:30:09,tier_2,web,0,6,1009.88,0
S0053071,U051420,control,2026-02-02 07:30:51,tier_2,web,0,2,246.18,0
S0156763,U100417,treatment,2026-02-02 07:31:25,metro,web,0,3,292.85,1
S0028261,U006416,treatment,2026-02-02 07:31:33,metro,android,1,4,574.77,0
S0038037,U064762,treatment,2026-02-02 07:32:04,tier_2,android,0,4,143.51,0
S0080884,U020684,control,2026-02-02 07:32:25,tier_2,android,0,4,134.34,0
S0089753,U153419,treatment,2026-02-02 07:32:51,metro,web,1,4,356.4,1
S0071084,U032403,control,2026-02-02 07:33:11,tier_2,web,0,6,581.14,1
S0027604,U143293,control,2026-02-02 07:33:32,metro,android,0,3,701.64,0
S0066178,U001869,treatment,2026-02-02 07:33:36,metro,ios,1,10,1768.9,0
S0124571,U091898,treatment,2026-02-02 07:33:43,tier_2,android,0,4,527.51,1
S0109571,U099613,control,2026-02-02 07:33:44,tier_3,ios,0,4,227.62,1
S0042562,U159354,control,2026-02-02 07:33:50,metro,Android,1,4,438.2,0
S0041139,U124128,treatment,2026-02-02 07:34:19,tier_2,ios,1,4,451.43,0
S0071436,U009639,control,2026-02-02 07:34:31,metro,android,0,3,357.46,0
S0002450,U041816,control,2026-02-02 07:34:49,tier_2,Android,0,7,681.56,0
S0103661,U021592,treatment,2026-02-02 07:34:56,metro,android,1,3,170.61,0
S0095817,U130804,treatment,2026-02-02 07:35:08,metro,android,0,2,270.2,0
S0110400,U008689,treatment,2026-02-02 07:36:00,tier_3,ios,0,3,206.25,0
S0038106,U012545,control,2026-02-02 07:36:21,tier_3,android,0,2,103.9,1
S0056383,U079169,control,2026-02-02 07:36:54,tier_3,web,0,5,437.74,1
S0083224,U153003,treatment,2026-02-02 07:37:12,tier_2,web,0,7,1022.38,1
S0007293,U087043,control,2026-02-02 07:37:25,tier_3,Android,0,3,131.61,1
S0157811,U006775,treatment,2026-02-02 07:37:26,metro,android,1,4,409.65,0
S0158048,U119643,control,2026-02-02 07:37:54,tier_3,web,0,7,788.32,1
S0104106,U041901,control,2026-02-02 07:38:28,metro,android,0,3,252.67,0
S0084247,U122895,treatment,2026-02-02 07:38:31,tier_2,ios,0,5,390.1,1
S0058307,U001393,control,2026-02-02 07:38:43,tier_2,Android,0,8,563.89,0
S0041982,U042557,treatment,2026-02-02 07:38:58,tier_3,android,1,8,496.38,1
S0015397,U025698,control,2026-02-02 07:39:05,tier_3,android,0,6,498.62,0
S0056438,U031776,treatment,2026-02-02 07:39:09,metro,ios,1,4,227.2,1
S0059822,U102297,control,2026-02-02 07:39:10,metro,web,0,7,628.47,0
S0112821,U154691,control,2026-02-02 07:39:11,tier_2,web,0,3,257.4,0
S0132021,U139874,control,2026-02-02 07:39:49,tier_2,android,0,3,245.66,1
S0091851,U080916,control,2026-02-02 07:40:20,metro,Android,0,3,218.79,0
S0081897,U107338,treatment,2026-02-02 07:40:41,metro,android,1,5,484.37,1
S0039154,U010032,control,2026-02-02 07:40:56,tier_3,android,0,3,177.9,1
S0148303,U086726,treatment,2026-02-02 07:42:05,metro,android,1,6,705.76,1
S0047939,U073911,treatment,2026-02-02 07:42:37,tier_2,android,0,6,532.78,0
S0038094,U046026,treatment,2026-02-02 07:43:17,metro,ios,1,4,424.78,1
S0146936,U020777,control,2026-02-02 07:43:34,metro,android,0,7,1266.32,0
S0151891,U062026,control,2026-02-02 07:43:43,tier_2,Android,0,8,559.3,0
S0133972,U110683,treatment,2026-02-02 07:44:08,metro,ios,1,2,295.15,0
S0099542,U129711,control,2026-02-02 07:45:11,tier_3,web,1,4,312.13,0
S0024794,U159816,treatment,2026-02-02 07:45:13,tier_3,android,0,3,382.61,0
S0010733,U152692,treatment,2026-02-02 07:45:18,tier_2,Android,1,5,506.43,0
S0110462,U082078,control,2026-02-02 07:45:20,metro,android,0,4,326.55,1
S0112543,U127814,control,2026-02-02 07:45:54,tier_3,ios,0,1,109.62,0
S0106590,U077140,treatment,2026-02-02 07:46:38,metro,android,0,3,528.06,1
S0052451,U063997,control,2026-02-02 07:46:49,tier_2,Android,0,4,330.88,1
S0060978,U065061,treatment,2026-02-02 07:47:30,tier_3,ios,1,1,71.14,0
S0101696,U096685,control,2026-02-02 07:47:54,tier_2,ios,1,2,149.81,0
S0046575,U125103,treatment,2026-02-02 07:47:57,tier_3,android,0,9,385.38,0
S0147833,U139278,treatment,2026-02-02 07:47:59,metro,Android,0,7,587.45,1
S0085796,U138363,control,2026-02-02 07:48:03,tier_3,android,1,6,327.12,1
